workoutid,userid,date,sessiontag,total_sets,total_reps,volume_kg,sRPE
562,2,2025-12-27,Push,7,79,4188.25,9.1
563,2,2025-12-28,Pull,5,32,1541.5,9.17
564,2,2025-12-30,Legs,6,48,3637.0,8.58
565,2,2025-12-31,Push,5,48,2555.75,8.5
567,2,2026-01-05,Legs,7,87,5226.75,8.07
568,2,2026-01-07,Push,5,56,2901.5,8.6
569,2,2026-01-10,Pull,7,85,3901.5,7.86
570,2,2026-01-11,Legs,12,107,6874.5,8.88
571,2,2026-01-12,Push,8,78,3994.5,8.69
572,2,2026-01-14,Pull,11,130,5809.25,7.95
573,2,2026-01-16,Legs,14,103,6919.75,8.64
575,2,2026-01-19,Pull,7,74,3700.75,8.07
576,2,2026-01-22,Legs,7,64,4288.5,8.36
577,2,2026-01-23,Push,7,59,3561.25,8.36
578,2,2026-01-24,Pull,6,49,2355.5,8.33
579,2,2026-01-26,Legs,5,29,2115.75,9.4
580,2,2026-01-28,Push,6,48,2620.75,8.42
581,2,2026-02-01,Pull,10,82,4174.75,9.05
582,2,2026-02-02,Legs,10,90,6307.5,8.7
583,2,2026-02-05,Push,12,148,7686.0,8.08
584,3,2026-02-27,FullBody-A,15,194,4824.0,8.03
585,3,2026-03-01,FullBody-B,16,108,3692.0,8.41
586,3,2026-03-02,FullBody-C,15,141,4020.0,8.0
587,3,2026-03-06,FullBody-A,14,162,3903.75,8.08
589,3,2026-03-09,FullBody-C,10,91,2903.0,7.7
591,3,2026-03-13,FullBody-B,8,68,2321.0,8.25
592,3,2026-03-14,FullBody-C,8,80,2263.75,7.94
593,3,2026-03-16,FullBody-A,7,77,2050.0,8.67
594,3,2026-03-17,FullBody-B,11,82,2931.0,8.5
595,3,2026-03-20,FullBody-C,7,50,1504.25,7.93
596,3,2026-03-21,FullBody-A,6,82,1983.5,7.75
597,3,2026-03-22,FullBody-B,7,50,1810.0,8.43
599,3,2026-03-27,FullBody-A,6,71,1892.75,8.33
600,3,2026-03-28,FullBody-B,7,63,2258.0,8.21
601,3,2026-03-29,FullBody-C,8,77,2216.0,7.88
602,3,2026-03-31,FullBody-A,7,97,2384.0,7.79
603,3,2026-04-02,FullBody-B,8,66,2296.25,8.5
604,3,2026-04-04,FullBody-C,17,165,4985.0,7.97
605,3,2026-04-06,FullBody-A,11,120,2950.5,7.64
607,3,2026-04-12,FullBody-C,13,114,3100.0,8.54
608,3,2026-04-13,FullBody-A,9,121,2932.0,7.72
610,3,2026-04-19,FullBody-C,16,145,4090.0,8.25
611,3,2026-04-20,FullBody-A,11,131,3531.5,7.91
612,3,2026-04-24,FullBody-B,17,175,5741.25,8.24
613,3,2026-04-25,FullBody-C,15,131,3984.25,8.27
614,3,2026-04-26,FullBody-A,17,183,5147.5,8.21
616,3,2026-05-02,FullBody-C,17,167,5223.0,8.0
617,3,2026-05-03,FullBody-A,7,79,2124.25,8.14
618,3,2026-05-08,FullBody-B,8,49,1731.25,8.42
619,3,2026-05-10,FullBody-C,9,74,2414.0,8.39
621,3,2026-05-16,FullBody-B,8,69,2393.0,8.31
622,3,2026-05-17,FullBody-C,9,71,2234.25,8.56
623,3,2026-05-18,FullBody-A,5,57,1625.5,8.3
624,3,2026-05-22,FullBody-B,7,57,1860.0,8.14
625,3,2026-05-23,FullBody-C,16,135,4417.25,8.25
626,3,2026-05-24,FullBody-A,13,157,4455.75,7.77
627,3,2026-05-25,FullBody-B,16,130,4839.0,8.22
628,3,2026-05-29,FullBody-C,17,123,4146.0,8.32
629,4,2025-01-24,FullBody-B,10,119,5127.75,8.17
630,4,2025-01-26,FullBody-C,10,96,4512.75,8.22
631,4,2025-02-02,FullBody-A,15,109,5954.25,8.54
632,4,2025-02-03,FullBody-B,8,98,3520.75,7.94
633,4,2025-02-09,FullBody-C,10,95,3941.5,8.25
634,4,2025-02-10,FullBody-A,8,71,3750.25,8.38
635,4,2025-02-16,FullBody-B,15,201,7256.25,7.63
636,4,2025-02-17,FullBody-C,11,111,4748.5,7.68
637,4,2025-02-22,FullBody-A,8,67,3230.25,8.57
638,4,2025-02-24,FullBody-B,7,74,3071.0,8.36
640,4,2025-03-03,FullBody-A,9,88,4151.5,8.33
641,4,2025-03-08,FullBody-B,7,78,3186.75,8.07
642,4,2025-03-09,FullBody-C,9,79,3754.5,8.06
645,4,2025-03-17,FullBody-C,14,121,5311.0,8.0
646,4,2025-03-22,FullBody-A,17,145,6428.75,8.21
648,4,2025-03-24,FullBody-C,9,87,4024.5,8.0
650,4,2025-03-30,FullBody-B,8,106,3302.0,7.75
651,4,2025-03-31,FullBody-C,6,74,2639.0,8.17
652,4,2025-04-05,FullBody-A,16,138,6933.25,8.31
653,4,2025-04-07,FullBody-B,5,56,2298.0,8.2
654,4,2025-04-11,FullBody-C,7,78,3325.75,8.0
656,4,2025-04-14,FullBody-B,15,192,7627.25,7.93
658,4,2025-04-21,FullBody-A,16,146,7528.75,8.38
659,4,2025-04-26,FullBody-B,16,213,8367.75,7.84
660,4,2025-04-28,FullBody-C,9,102,4157.75,8.0
661,4,2025-05-02,FullBody-A,9,86,3800.75,8.56
662,4,2025-05-04,FullBody-B,7,88,3602.25,7.43
664,4,2025-05-10,FullBody-A,6,56,2812.25,8.92
665,4,2025-05-11,FullBody-B,7,92,3547.75,8.29
666,4,2025-05-12,FullBody-C,10,89,4225.5,8.25
667,4,2025-05-17,FullBody-A,15,139,6721.5,8.2
668,4,2025-05-18,FullBody-B,5,77,2870.0,7.2
669,4,2025-05-20,FullBody-C,10,89,4245.0,8.4
670,4,2025-05-24,FullBody-A,6,59,2914.25,7.83
671,4,2025-05-25,FullBody-B,6,69,2820.75,7.83
673,4,2025-05-31,FullBody-A,8,43,2371.75,8.06
674,4,2025-06-01,FullBody-B,10,107,4531.25,8.33
675,4,2025-06-02,FullBody-C,8,71,3709.5,8.44
676,4,2025-06-07,FullBody-A,10,107,5035.75,7.65
677,4,2025-06-08,FullBody-B,7,82,3244.25,7.79
678,4,2025-06-13,FullBody-C,9,103,4842.25,7.94
679,4,2025-06-15,FullBody-A,9,68,3081.0,8.5
680,4,2025-06-17,FullBody-B,6,72,2964.0,8.08
681,4,2025-06-21,FullBody-C,7,89,3955.0,8.21
682,4,2025-06-23,FullBody-A,9,67,3217.25,8.25
683,4,2025-06-28,FullBody-B,6,62,2692.75,8.0
685,4,2025-06-30,FullBody-A,14,139,6604.5,8.46
686,4,2025-07-05,FullBody-B,10,112,4609.0,8.2
688,4,2025-07-13,FullBody-A,9,65,3465.5,8.39
689,4,2025-07-14,FullBody-B,5,50,2347.0,7.7
690,4,2025-07-19,FullBody-C,11,115,5562.5,8.18
691,4,2025-07-20,FullBody-A,15,140,7328.5,8.54
692,4,2025-07-21,FullBody-B,13,191,6403.25,7.79
693,4,2025-07-26,FullBody-C,16,175,8179.75,8.16
694,4,2025-07-27,FullBody-A,12,130,5895.75,8.42
695,4,2025-07-28,FullBody-B,12,132,5479.25,8.32
696,4,2025-08-02,FullBody-C,7,63,3186.75,8.43
697,4,2025-08-03,FullBody-A,8,73,3488.75,8.25
698,4,2025-08-05,FullBody-B,8,76,3305.5,8.38
699,4,2025-08-08,FullBody-C,8,75,3694.25,8.38
700,4,2025-08-09,FullBody-A,7,50,2659.75,8.5
701,4,2025-08-11,FullBody-B,7,77,3543.75,8.0
702,4,2025-08-17,FullBody-C,9,101,4768.5,7.78
703,4,2025-08-23,FullBody-A,16,149,7943.0,8.28
704,4,2025-08-25,FullBody-B,5,60,1789.5,7.8
705,4,2025-08-29,FullBody-C,6,53,2624.5,8.67
706,4,2025-08-31,FullBody-A,7,58,2980.0,8.5
707,4,2025-09-01,FullBody-B,9,114,4305.25,8.0
708,4,2025-09-07,FullBody-C,7,76,3752.5,8.07
709,4,2025-09-13,FullBody-A,12,105,6030.75,8.33
710,4,2025-09-14,FullBody-B,15,187,7623.0,7.8
711,4,2025-09-20,FullBody-C,13,138,5722.0,8.23
712,4,2025-09-21,FullBody-A,12,101,5386.0,8.5
713,4,2025-09-22,FullBody-B,6,64,2720.0,7.92
714,4,2025-09-27,FullBody-C,8,72,3419.25,8.19
715,4,2025-09-29,FullBody-A,10,63,3248.5,8.45
716,4,2025-10-03,FullBody-B,6,75,3273.5,8.17
717,4,2025-10-05,FullBody-C,7,59,2843.75,8.08
718,4,2025-10-06,FullBody-A,7,67,3113.75,8.07
719,4,2025-10-11,FullBody-B,7,77,3224.5,7.57
720,4,2025-10-12,FullBody-C,8,65,3400.75,8.5
721,4,2025-10-13,FullBody-A,9,73,3666.5,8.5
722,4,2025-10-18,FullBody-B,6,88,3730.75,7.83
725,4,2025-10-25,FullBody-B,10,98,4704.25,8.5
726,4,2025-10-26,FullBody-C,15,146,7427.75,8.32
727,4,2025-10-27,FullBody-A,19,184,9777.5,8.34
728,4,2025-11-01,FullBody-B,6,74,3473.25,8.0
729,4,2025-11-02,FullBody-C,10,107,4688.25,8.35
730,4,2025-11-04,FullBody-A,9,72,3961.25,8.94
733,4,2025-11-10,FullBody-A,7,71,3840.25,8.43
734,4,2025-11-15,FullBody-B,7,81,3563.75,8.14
736,4,2025-11-17,FullBody-A,7,78,3949.75,8.36
737,4,2025-11-22,FullBody-B,12,142,6374.0,8.04
738,4,2025-11-24,FullBody-C,12,110,5456.25,8.25
739,4,2025-11-29,FullBody-A,9,74,4121.0,8.17
740,4,2025-12-01,FullBody-B,8,85,4031.25,8.31
741,4,2025-12-05,FullBody-C,14,102,5375.0,8.75
742,4,2025-12-07,FullBody-A,16,109,5958.75,8.47
743,4,2025-12-08,FullBody-B,12,148,6338.0,7.88
744,4,2025-12-13,FullBody-C,10,87,4535.75,8.44
745,4,2025-12-15,FullBody-A,8,79,3898.25,8.12
746,4,2025-12-20,FullBody-B,7,87,3800.0,7.79
747,4,2025-12-21,FullBody-C,7,74,3534.75,8.5
748,4,2025-12-22,FullBody-A,9,75,4053.25,8.33
749,4,2025-12-27,FullBody-B,7,76,3550.75,8.33
750,4,2025-12-28,FullBody-C,11,133,6201.5,8.05
751,4,2025-12-29,FullBody-A,8,72,4020.75,8.25
752,4,2026-01-04,FullBody-B,7,78,3783.0,8.33
754,4,2026-01-10,FullBody-A,13,123,6858.0,8.27
755,4,2026-01-11,FullBody-B,8,92,4305.25,8.19
756,4,2026-01-17,FullBody-C,9,96,5135.5,8.17
757,4,2026-01-19,FullBody-A,10,70,4105.75,8.85
758,4,2026-01-24,FullBody-B,5,61,2725.25,7.6
760,4,2026-01-27,FullBody-A,8,86,4400.5,8.21
762,4,2026-02-01,FullBody-C,13,114,5917.5,8.12
763,4,2026-02-02,FullBody-A,12,93,5834.5,8.75
764,4,2026-02-06,FullBody-B,14,158,7629.75,7.65
765,4,2026-02-07,FullBody-C,16,173,8848.0,7.94
766,4,2026-02-09,FullBody-A,15,104,6268.25,8.63
767,4,2026-02-13,FullBody-B,13,165,7771.5,8.08
769,4,2026-02-17,FullBody-A,16,153,8279.75,8.1
770,4,2026-02-21,FullBody-B,13,143,6868.75,8.08
771,4,2026-02-22,FullBody-C,9,101,5208.0,8.22
772,4,2026-02-23,FullBody-A,14,134,7491.75,8.42
773,4,2026-02-28,FullBody-B,11,109,5852.5,8.45
775,4,2026-03-07,FullBody-A,13,109,6059.5,8.19
776,4,2026-03-08,FullBody-B,13,145,6562.25,8.31
777,4,2026-03-09,FullBody-C,8,74,4155.0,8.44
778,5,2025-02-11,Legs,18,163,5223.5,8.31
779,5,2025-02-12,Push,9,98,2805.0,8.28
780,5,2025-02-16,Pull,7,70,1885.0,8.14
781,5,2025-02-18,Legs,7,60,1938.75,8.14
782,5,2025-02-19,Push,9,94,2870.75,8.06
783,5,2025-02-23,Pull,7,69,1925.5,8.57
784,5,2025-02-24,Legs,11,79,2898.0,8.73
785,5,2025-02-26,Push,7,64,1987.5,8.64
786,5,2025-03-02,Pull,6,58,1575.5,7.75
787,5,2025-03-03,Legs,9,73,2512.75,8.61
788,5,2025-03-04,Push,7,63,2012.5,8.64
789,5,2025-03-05,Pull,6,49,1499.5,8.6
790,5,2025-03-09,Legs,15,101,3852.75,8.6
791,5,2025-03-10,Push,15,157,4345.0,8.2
792,5,2025-03-12,Pull,6,54,1568.0,8.33
793,5,2025-03-16,Legs,12,71,2666.0,8.67
794,5,2025-03-17,Push,9,77,2375.75,8.44
795,5,2025-03-18,Pull,7,60,1809.0,8.5
796,5,2025-03-19,Legs,11,81,3008.0,8.64
797,5,2025-03-22,Push,7,48,1634.0,9.07
798,5,2025-03-23,Pull,4,45,1242.0,7.67
799,5,2025-03-26,Legs,9,74,2690.75,9.0
800,5,2025-03-30,Push,15,157,4710.75,8.17
801,5,2025-03-31,Pull,4,36,1052.5,8.25
802,5,2025-04-02,Legs,8,53,2095.25,8.75
803,5,2025-04-06,Push,9,96,2851.75,8.28
805,5,2025-04-08,Legs,13,102,3698.5,8.54
806,5,2025-04-13,Push,5,37,1266.25,8.2
807,5,2025-04-15,Pull,11,116,3147.25,8.59
808,5,2025-04-16,Legs,9,70,2627.25,8.31
810,5,2025-04-21,Pull,5,65,1701.5,8.2
811,5,2025-04-22,Legs,7,35,1371.75,8.43
813,5,2025-04-27,Pull,5,49,1465.25,8.3
814,5,2025-04-28,Legs,10,135,4419.0,8.0
815,5,2025-04-29,Push,8,88,2600.25,8.31
816,5,2025-04-30,Pull,6,75,1861.5,8.0
817,5,2025-05-05,Legs,10,73,2375.75,8.75
818,5,2025-05-06,Push,8,90,2662.5,8.06
820,5,2025-05-11,Legs,9,59,1980.75,8.33
822,5,2025-05-14,Pull,9,87,2292.75,8.06
823,5,2025-05-18,Legs,21,162,5883.0,8.69
824,5,2025-05-19,Push,13,144,4256.75,8.42
825,5,2025-05-20,Pull,12,114,3199.0,8.25
826,5,2025-05-21,Legs,9,60,2316.75,8.67
827,5,2025-05-25,Push,6,69,1896.5,7.58
828,5,2025-05-26,Pull,5,38,1150.25,8.6
829,5,2025-05-27,Legs,11,73,2405.0,8.56
830,5,2025-06-01,Push,12,127,3654.75,8.04
831,5,2025-06-03,Pull,7,76,2030.0,8.0
832,5,2025-06-05,Legs,14,77,3103.0,9.0
833,5,2025-06-08,Push,15,119,3830.5,8.75
835,5,2025-06-10,Legs,7,72,2483.0,8.43
837,5,2025-06-15,Pull,6,56,1655.5,8.67
838,5,2025-06-16,Legs,9,70,2671.75,8.56
839,5,2025-06-18,Push,9,76,2555.25,8.62
840,5,2025-06-23,Pull,4,38,980.75,8.12
841,5,2025-06-25,Legs,10,97,3143.75,8.35
842,5,2025-06-29,Push,5,42,1259.75,8.6
843,5,2025-06-30,Pull,7,65,1906.0,8.57
844,5,2025-07-01,Legs,8,64,2250.25,8.06
845,5,2025-07-03,Push,9,91,2730.75,8.0
847,5,2025-07-08,Legs,16,136,5056.25,8.53
848,5,2025-07-13,Push,19,214,5997.5,8.39
850,5,2025-07-16,Legs,16,95,3693.75,8.75
851,5,2025-07-20,Push,13,100,3456.5,8.58
853,5,2025-07-22,Legs,17,137,5160.5,8.65
854,5,2025-07-23,Push,6,56,1778.25,8.5
855,5,2025-07-27,Pull,5,51,1460.25,8.7
856,5,2025-07-28,Legs,7,56,2164.0,8.36
857,5,2025-07-29,Push,8,74,2246.0,8.31
858,5,2025-07-31,Pull,5,45,1215.75,8.3
860,5,2025-08-04,Push,8,90,2674.0,8.38
862,5,2025-08-10,Legs,9,64,2622.5,9.0
863,5,2025-08-11,Push,7,82,2390.75,8.07
864,5,2025-08-12,Pull,6,58,1650.0,8.08
865,5,2025-08-13,Legs,10,96,3342.0,8.25
866,5,2025-08-17,Push,10,93,3130.5,8.65
868,5,2025-08-19,Legs,14,112,4402.25,8.54
869,5,2025-08-20,Push,13,115,3378.25,8.46
870,5,2025-08-24,Pull,9,107,2812.0,8.11
871,5,2025-08-25,Legs,18,143,5496.0,8.58
873,5,2025-08-27,Pull,6,68,1863.25,8.92
874,5,2025-08-31,Legs,7,53,2198.5,8.36
876,5,2025-09-04,Pull,10,115,2934.5,8.35
877,5,2025-09-07,Legs,16,120,4309.25,8.44
878,5,2025-09-08,Push,7,79,2044.0,8.43
879,5,2025-09-10,Pull,4,26,803.5,8.5
880,5,2025-09-14,Legs,10,60,2468.25,8.95
881,5,2025-09-15,Push,8,81,2547.5,8.5
882,5,2025-09-16,Pull,5,63,1779.5,8.3
883,5,2025-09-21,Legs,15,152,5583.5,8.2
884,5,2025-09-23,Push,17,153,5067.0,8.59
886,5,2025-09-28,Legs,16,161,5929.25,8.41
887,5,2025-09-29,Push,13,123,4137.0,8.54
888,5,2025-10-01,Pull,12,138,3814.75,8.04
889,5,2025-10-05,Legs,17,116,4788.25,8.75
890,5,2025-10-06,Push,13,95,2758.75,8.65
893,5,2025-10-11,Push,7,61,2057.0,8.64
894,5,2025-10-14,Pull,7,47,1348.5,8.58
895,5,2025-10-15,Legs,11,81,3399.5,8.95
896,5,2025-10-19,Push,8,94,2995.25,8.0
897,5,2025-10-20,Pull,5,53,1373.5,7.9
898,5,2025-10-22,Legs,9,75,2611.25,8.67
899,5,2025-10-26,Push,8,72,2474.0,8.19
900,5,2025-10-27,Pull,5,53,1549.0,8.3
901,5,2025-10-28,Legs,10,80,3039.25,8.55
902,5,2025-10-29,Push,15,126,4293.5,8.37
903,5,2025-11-02,Pull,8,91,2448.0,8.06
904,5,2025-11-04,Legs,9,64,2639.25,8.78
905,5,2025-11-05,Push,8,77,2712.25,8.38
906,5,2025-11-09,Pull,6,54,1603.0,8.5
907,5,2025-11-10,Legs,18,138,5585.0,8.56
908,5,2025-11-11,Push,17,167,5557.5,8.24
909,5,2025-11-12,Pull,10,120,3140.0,8.25
911,5,2025-11-18,Push,12,103,3666.5,8.46
912,5,2025-11-20,Pull,10,117,3187.25,7.94
913,5,2025-11-23,Legs,10,76,3228.0,8.65
914,5,2025-11-24,Push,11,131,3981.75,7.94
915,5,2025-11-25,Pull,5,60,1604.5,7.4
916,5,2025-11-26,Legs,8,90,3198.75,8.19
917,5,2025-11-30,Push,8,65,2292.75,8.44
919,5,2025-12-02,Legs,12,91,4013.5,8.73
920,5,2025-12-03,Push,7,57,1959.5,8.57
921,5,2025-12-06,Pull,6,73,1875.75,7.42
923,5,2025-12-09,Push,8,58,2034.0,8.56
925,5,2025-12-13,Legs,7,44,1812.25,9.0
926,5,2025-12-16,Push,16,169,5457.5,8.16
927,5,2025-12-17,Pull,11,107,3207.25,8.41
928,5,2025-12-21,Legs,12,104,4157.25,8.62
929,5,2025-12-22,Push,11,93,3202.0,8.36
930,5,2025-12-24,Pull,12,106,3126.25,8.33
931,5,2025-12-27,Legs,15,112,4450.25,8.73
932,5,2025-12-29,Push,18,156,5374.25,8.44
933,5,2025-12-31,Pull,10,130,3599.5,8.2
935,5,2026-01-06,Push,16,157,5361.5,8.56
936,5,2026-01-07,Pull,9,74,2299.75,8.89
937,5,2026-01-10,Legs,18,164,7067.75,8.56
939,5,2026-01-13,Pull,12,124,3839.0,8.33
940,5,2026-01-15,Legs,15,131,5393.25,8.43
941,5,2026-01-18,Push,7,70,2368.0,8.71
942,5,2026-01-19,Pull,5,53,1669.0,8.2
943,5,2026-01-21,Legs,11,79,3009.0,8.55
944,5,2026-01-22,Push,10,100,3256.0,8.35
945,5,2026-01-26,Pull,4,39,1218.5,7.62
946,5,2026-01-27,Legs,10,37,1796.75,8.85
947,5,2026-01-29,Push,8,82,2777.0,8.19
948,5,2026-02-01,Pull,5,47,1444.25,8.2
949,5,2026-02-02,Legs,16,101,4271.75,9.07
951,5,2026-02-08,Pull,11,130,3713.25,8.14
952,5,2026-02-09,Legs,18,129,5288.5,8.94
953,5,2026-02-10,Push,15,137,4938.25,8.4
954,5,2026-02-11,Pull,12,136,4033.75,8.04
955,5,2026-02-15,Legs,9,71,2719.25,8.67
956,5,2026-02-16,Push,11,85,3029.25,8.55
957,5,2026-02-17,Pull,6,57,1706.5,8.75
958,5,2026-02-22,Legs,12,95,3990.25,8.5
959,5,2026-02-23,Push,8,70,2463.5,8.44
960,5,2026-02-24,Pull,3,35,1003.75,8.0
961,5,2026-02-25,Legs,8,47,2120.25,8.69
962,5,2026-03-01,Push,7,80,2896.25,7.86
963,5,2026-03-02,Pull,4,46,1208.75,8.25
964,5,2026-03-03,Legs,10,75,3298.75,8.5
965,5,2026-03-04,Push,12,124,4483.5,8.17
966,5,2026-03-09,Pull,12,132,3593.0,8.21
967,5,2026-03-10,Legs,9,73,2942.25,8.72
969,5,2026-03-15,Pull,6,58,1954.25,9.0
971,5,2026-03-17,Push,8,76,2805.25,8.56
972,5,2026-03-18,Pull,6,51,1460.0,8.2
973,5,2026-03-23,Legs,10,93,4028.75,8.7
974,5,2026-03-25,Push,9,86,3025.25,8.69
975,5,2026-03-29,Pull,5,48,1336.75,7.9
976,5,2026-03-30,Legs,9,62,2754.5,8.67
977,5,2026-03-31,Push,6,53,1831.25,8.08
978,5,2026-04-01,Pull,12,126,3840.5,8.29
979,5,2026-04-05,Legs,13,89,3960.5,8.17
980,5,2026-04-07,Push,13,139,4901.25,8.15
981,5,2026-04-08,Pull,7,83,2430.0,8.64
982,5,2026-04-13,Legs,8,64,2554.0,8.69
983,5,2026-04-14,Push,6,49,1778.0,8.9
984,5,2026-04-19,Pull,8,110,3070.75,8.14
986,5,2026-04-23,Push,8,82,2838.25,8.57
987,5,2026-04-26,Pull,6,69,2025.75,8.33
988,5,2026-04-27,Legs,8,62,2782.5,8.94
989,5,2026-04-28,Push,8,79,2401.75,8.06
991,5,2026-05-04,Legs,15,101,4490.25,8.47
992,5,2026-05-06,Push,16,133,4850.75,8.62
993,5,2026-05-10,Pull,3,34,967.5,7.67
994,5,2026-05-11,Legs,10,63,2646.5,9.05
995,5,2026-05-12,Push,8,82,2722.0,8.0
996,5,2026-05-13,Pull,5,56,1752.75,8.2
997,5,2026-05-17,Legs,10,96,4406.75,8.45
998,5,2026-05-19,Push,5,41,1431.75,8.6
999,5,2026-05-20,Pull,8,101,2335.25,8.33
1000,5,2026-05-24,Legs,13,111,4634.25,8.54
1001,5,2026-05-26,Push,15,150,5284.75,8.7
1002,5,2026-05-27,Pull,3,35,1092.75,8.33
1003,5,2026-06-01,Legs,11,86,3552.75,8.75
1004,5,2026-06-02,Push,7,72,2503.75,8.36
1005,5,2026-06-03,Pull,6,70,2092.75,8.5
1006,6,2026-11-05,FullBody-C,17,116,7335.25,8.34
1008,6,2026-11-10,FullBody-B,15,149,6994.0,8.04
1009,6,2026-11-15,FullBody-C,15,95,5501.5,8.33
1010,6,2026-11-18,FullBody-A,12,134,6788.25,8.17
1011,6,2026-11-22,FullBody-B,8,78,3509.25,7.81
1012,6,2026-11-26,FullBody-C,11,87,5019.5,8.36
1013,6,2026-11-30,FullBody-A,7,79,4138.25,8.21
1014,6,2026-12-02,FullBody-B,8,82,3651.0,8.25
1015,6,2026-12-06,FullBody-C,12,62,3720.0,8.73
1016,6,2026-12-10,FullBody-A,8,72,3670.5,8.06
1017,6,2026-12-13,FullBody-B,8,56,2637.0,8.94
1018,6,2026-12-16,FullBody-C,17,135,7362.0,8.5
1019,6,2026-12-19,FullBody-A,6,70,3381.75,7.75
1021,7,2026-08-08,Pull,12,128,8731.0,7.27
1022,7,2026-08-10,Legs,13,101,8825.75,7.81
1023,7,2026-08-14,Push,14,96,6914.25,7.46
1024,7,2026-08-16,Pull,7,86,5302.75,7.0
1025,7,2026-08-17,Legs,9,81,6923.0,6.94
1026,7,2026-08-21,Push,8,68,4474.0,7.62
1027,7,2026-08-24,Pull,7,63,4181.5,7.5
1028,7,2026-08-25,Legs,10,65,5898.75,7.75
1029,7,2026-08-28,Push,7,68,4572.25,7.43
1031,7,2026-08-31,Legs,11,72,6663.25,7.59
1032,7,2026-09-03,Push,6,60,3653.75,7.42
1033,7,2026-09-06,Pull,9,77,5243.0,7.72
1034,7,2026-09-07,Legs,15,120,11215.0,7.4
1035,7,2026-09-11,Push,11,102,6649.75,7.32
1036,7,2026-09-13,Pull,7,82,5049.25,6.93
1037,7,2026-09-15,Legs,11,61,5134.0,7.59
1038,7,2026-09-17,Push,7,76,5086.75,7.43
1039,7,2026-09-20,Pull,5,47,3097.25,7.4
1041,7,2026-09-25,Push,7,69,4306.5,7.36
1042,7,2026-09-28,Pull,4,38,2598.5,7.38
1043,7,2026-10-02,Legs,11,87,7663.0,7.25
1044,7,2026-10-03,Push,14,176,10510.25,7.18
1045,7,2026-10-05,Pull,4,48,3007.5,7.12
1047,7,2026-10-11,Push,7,67,4246.75,7.36
1048,7,2026-10-12,Pull,7,61,4244.25,7.36
1049,7,2026-10-16,Legs,11,78,6839.75,7.5
1050,7,2026-10-18,Push,17,173,10787.25,7.38
1051,7,2026-10-19,Pull,5,57,3519.5,7.1
1052,7,2026-10-22,Legs,9,68,5512.0,7.28
1053,7,2026-10-25,Push,8,66,4266.0,7.38
1054,7,2026-10-26,Pull,6,66,4057.5,7.17
1055,7,2026-10-29,Legs,20,148,12024.5,7.62
1057,7,2026-11-02,Pull,6,68,4109.5,7.5
1058,7,2026-11-06,Legs,11,72,5985.75,7.5
1059,7,2026-11-07,Push,6,61,3648.25,7.1
1060,7,2026-11-10,Pull,6,77,4768.5,7.08
1061,7,2026-11-13,Legs,11,59,5329.75,8.14
1062,7,2026-11-14,Push,9,94,6602.75,7.33
1063,7,2026-11-16,Pull,5,55,3504.25,7.6
1064,7,2026-11-20,Legs,9,81,7328.5,7.25
1065,7,2026-11-21,Push,8,65,4480.75,7.31
1066,7,2026-11-23,Pull,5,39,2596.0,7.5
1067,7,2026-11-27,Legs,19,159,14022.25,7.76
1069,7,2026-11-30,Pull,10,114,7027.5,7.25
1070,7,2026-12-04,Legs,13,114,9381.75,7.54
1071,7,2026-12-05,Push,15,170,10668.5,7.03
1072,7,2026-12-07,Pull,10,80,4677.75,7.61
1073,7,2026-12-11,Legs,19,142,11810.75,7.55
1074,7,2026-12-12,Push,13,136,7839.25,7.27
1075,7,2026-12-14,Pull,4,52,3043.0,7.0
1076,7,2026-12-18,Legs,11,90,7266.25,7.61
1077,7,2026-12-19,Push,6,40,2859.0,7.42
1078,7,2026-12-21,Pull,5,53,3289.25,7.0
1079,7,2026-12-24,Legs,10,81,7234.25,7.75
1080,7,2026-12-28,Push,7,76,4425.0,7.42
1081,7,2027-01-01,Pull,6,60,4092.25,7.1
1082,7,2027-01-02,Legs,11,67,6298.5,7.91
1083,7,2027-01-04,Push,7,63,4547.75,7.43
1084,7,2027-01-08,Pull,11,113,6854.25,7.18
1085,7,2027-01-10,Legs,14,119,10538.25,7.43
1086,7,2027-01-11,Push,11,103,6638.75,7.41
1088,7,2027-01-17,Legs,10,71,6507.0,7.44
1089,7,2027-01-18,Push,9,101,6649.25,7.22
1090,7,2027-01-22,Pull,5,59,3735.25,7.5
1092,7,2027-01-29,Push,7,76,4715.0,7.0
1093,7,2027-01-31,Pull,4,52,2989.5,6.75
1094,7,2027-02-01,Legs,14,121,11069.0,7.36
1095,7,2027-02-04,Push,11,103,6889.0,7.39
1096,7,2027-02-07,Pull,6,59,3619.75,7.1
1098,7,2027-02-11,Push,9,78,5413.0,7.56
1099,7,2027-02-14,Pull,7,65,4402.5,7.5
1100,7,2027-02-15,Legs,8,52,4940.75,7.69
1101,7,2027-02-19,Push,8,55,4240.25,7.79
1103,7,2027-02-22,Legs,17,123,10532.25,7.35
1104,7,2027-02-25,Push,7,80,5093.25,7.29
1105,7,2027-02-28,Pull,7,83,5009.0,7.14
1106,7,2027-03-01,Legs,7,42,3849.75,7.92
1107,7,2027-03-04,Push,10,81,5584.75,7.56
1108,7,2027-03-06,Pull,7,71,4671.5,7.0
1109,7,2027-03-08,Legs,8,48,4562.0,7.69
1110,7,2027-03-12,Push,7,54,3876.0,7.5
